"x","predicted","std.error","conf.low","conf.high","group"
"NonBSF",0.300805124357731,0.316342988816486,0.187934465125918,0.444369766298101,"1"
"BSF",0.437026277849743,0.322868521688534,0.291925578645397,0.593769640656063,"1"
