"x","predicted","std.error","conf.low","conf.high","group"
"NonBSF",0.536826081481097,0.0650633721156259,0.505012254063806,0.56834290228159,"1"
"BSF",0.550477734947773,0.0652124335163555,0.51868806633005,0.581860384736554,"1"
