"x","predicted","std.error","conf.low","conf.high","group"
"NonBSF",0.136818478289039,0.000439157758323389,0.135957744435213,0.137679212142865,"1"
"BSF",0.136342978392355,0.000439176061866042,0.135482208664225,0.137203748120485,"1"
