"fac_pub","estimate","std.error","statistic","p.value","s.value","conf.low","conf.high"
"NonBSF",0.100470483226892,0.00511501869678229,19.6422514134884,6.7345305716963e-86,282.934238773718,0.0904452308009495,0.110495735652834
"BSF",0.104654417424133,0.00530923240257616,19.7117793098212,1.708526294979e-86,284.913063708657,0.0942485131295309,0.115060321718736
