"x","predicted","std.error","conf.low","conf.high","group"
"NonBSF",0.145636643964981,0.00130004408895266,0.143088595324232,0.148184692605731,"1"
"BSF",0.164540075829154,0.00130593632783924,0.161980478571389,0.167099673086918,"1"
