"x","predicted","std.error","conf.low","conf.high","group"
"NonBSF",0.274772624049324,0.0353666673075603,0.261177261112576,0.288799050604163,"1"
"BSF",0.289912329839475,0.0353602081186274,0.275855334335978,0.30438454649012,"1"
