"x","predicted","std.error","conf.low","conf.high","group"
"NonBSF",0.201883898654986,0.00515899925905262,0.191772011763123,0.211995785546848,"1"
"BSF",0.209138518687308,0.00524907742272189,0.198850074258467,0.219426963116149,"1"
