"x","predicted","std.error","conf.low","conf.high","group"
"NonBSF",0.148050969607271,0.000839930957038063,0.146404732275761,0.149697206938781,"1"
"BSF",0.161832872072923,0.000841277339674092,0.160183995875279,0.163481748270568,"1"
