"x","predicted","std.error","conf.low","conf.high","group"
"NonBSF",0.577348669773,0.0897194673406478,0.533960601342762,0.619575239954751,"1"
"BSF",0.623243485598976,0.090282208203466,0.58088032748654,0.663802977042281,"1"
